,crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
29,Wheat,Clayey,11,137,28.3,85.92,3.98,2.92,22.53,4.43,35.09,19.99,32.13,2.843,0.558,89.85,0.966,101.08,4,0.565,0,0.0
4202,Wheat,Loamy,62,320,30.97,91.95,7.38,5.68,12.82,2.19,31.98,16.18,23.08,2.414,0.918,80.45,0.601,168.99,1,0.318,1,291.2055
7507,Wheat,Silty,92,27,27.53,30.73,3.03,1.22,12.9,4.65,29.24,15.12,23.72,2.0,0.588,77.26,0.78,85.2,4,0.488,0,0.0
735,Tomato,Clayey,18,365,29.81,79.79,4.34,2.5,10.57,4.27,41.99,21.57,31.16,2.035,0.678,89.27,1.129,142.3,2,0.522,1,509.9911
2067,Maize,Loamy,16,330,23.38,34.87,4.02,2.56,28.03,4.0,35.82,17.27,17.37,2.598,0.617,81.67,0.919,112.27,6,0.539,1,790.4413
106,Rice,Loamy,83,274,30.53,80.54,1.52,1.32,27.89,0.7,34.21,15.09,30.0,2.0,0.945,70.48,0.301,87.54,1,0.302,0,0.0
9644,Rice,Clayey,35,362,34.35,46.09,0.3,0.19,19.94,2.47,42.62,23.58,41.39,2.517,1.04,60.17,1.128,153.64,9,0.565,0,0.0
8894,Rice,Clayey,114,362,35.08,86.32,3.16,1.72,24.99,1.92,41.44,20.49,35.85,3.177,0.63,84.87,0.587,86.47,7,0.483,0,0.0
8020,Wheat,Clayey,7,104,34.73,79.51,0.31,0.31,22.39,1.14,44.08,20.08,33.81,2.355,0.446,83.97,0.593,165.3,8,0.35,1,268.9814
2232,Rice,Silty,48,155,19.09,60.44,7.33,4.92,14.09,3.38,31.01,16.9,30.53,2.0,1.144,75.79,0.84,171.98,10,0.465,0,0.0
993,Wheat,Clayey,91,303,32.64,50.69,0.42,0.42,17.25,1.51,39.81,21.07,31.65,2.143,0.599,63.84,0.54,155.67,1,0.574,0,0.0
9412,Maize,Clayey,43,218,35.08,71.8,0.44,0.31,10.86,1.97,35.22,20.84,22.99,2.109,1.005,77.42,0.832,134.46,8,0.427,1,540.8599
7058,Wheat,Silty,112,230,24.72,79.54,3.15,1.76,5.05,2.87,28.73,13.95,22.8,2.172,0.45,79.72,0.8,174.25,7,0.34,1,238.2606
6789,Tomato,Silty,16,169,33.44,93.24,1.28,1.26,21.34,1.33,32.1,14.26,23.47,2.848,0.636,73.26,0.38,113.47,9,0.396,0,0.0
360,Wheat,Clayey,114,260,25.89,43.81,1.2,0.56,7.38,4.12,35.6,24.3,29.33,2.036,0.45,80.96,0.641,100.04,1,0.37,1,197.5338
304,Rice,Sandy,83,145,18.68,55.9,0.44,0.33,11.64,4.96,20.56,8.81,15.23,2.415,0.945,78.15,0.398,96.92,2,0.355,1,117.7504
2627,Rice,Loamy,15,177,26.86,42.81,4.3,3.05,17.88,3.0,30.61,15.06,21.84,2.0,0.736,70.65,1.105,103.86,10,0.384,0,0.0
8965,Tomato,Loamy,109,125,31.94,80.79,1.85,1.4,14.8,1.43,31.89,19.31,23.97,2.0,0.63,66.49,0.369,159.51,10,0.59,1,180.0276
4513,Tomato,Silty,64,258,32.9,81.06,2.91,1.65,12.15,4.85,27.41,14.99,17.86,2.911,0.98,62.83,1.177,112.91,8,0.546,1,738.5406
5910,Tomato,Sandy,109,124,27.7,52.49,0.23,0.21,25.67,1.25,29.43,11.43,17.89,2.582,0.63,65.78,0.361,149.4,3,0.374,1,262.6006
8313,Wheat,Sandy,46,256,19.48,88.92,2.56,1.47,20.33,0.75,23.49,9.48,17.17,2.462,1.018,81.8,0.902,123.39,7,0.381,1,290.8547
3100,Tomato,Loamy,74,181,19.92,47.84,0.41,0.39,14.97,3.33,32.74,19.1,25.14,2.211,0.902,82.0,0.824,172.09,5,0.402,1,336.9294
5703,Maize,Sandy,44,127,35.59,69.44,0.8,0.45,12.21,2.58,21.85,11.26,18.95,2.517,1.014,74.97,0.938,139.1,7,0.41,0,0.0
3898,Tomato,Silty,7,10,25.91,30.85,4.15,2.4,5.52,3.37,29.61,12.76,27.81,2.0,0.447,88.3,0.942,139.23,4,0.433,0,0.0
5440,Tomato,Clayey,58,15,29.43,36.53,3.58,2.61,27.77,4.2,39.27,22.0,32.63,3.198,1.027,81.49,0.577,155.12,6,0.412,1,207.0885
7930,Wheat,Loamy,110,162,15.82,50.48,0.36,0.16,25.68,3.08,39.09,17.26,22.04,2.021,0.45,71.52,1.098,133.3,9,0.559,1,992.4452
621,Rice,Sandy,60,79,17.18,92.37,9.53,8.98,20.59,1.19,26.4,9.33,26.39,2.0,1.155,84.18,0.408,88.62,2,0.301,0,0.0
7235,Maize,Loamy,69,363,27.43,45.36,0.39,0.3,14.96,1.39,38.8,18.46,26.13,2.502,1.051,71.32,0.548,161.71,5,0.563,1,399.4926
2498,Tomato,Silty,78,225,17.98,83.08,8.03,7.35,25.91,4.24,33.62,16.53,20.89,2.746,0.871,77.9,0.373,132.49,2,0.561,1,236.304
713,Wheat,Silty,17,111,31.2,65.91,2.81,1.17,29.25,2.69,27.9,16.22,21.31,3.288,0.726,75.24,0.56,108.34,6,0.453,1,206.2518
8403,Wheat,Silty,35,80,37.58,31.85,1.49,1.19,9.15,1.75,25.74,14.18,17.93,2.788,0.93,78.72,0.643,101.44,1,0.402,1,248.337
2855,Maize,Loamy,119,94,23.98,84.34,16.82,12.02,16.48,1.24,30.19,19.15,29.29,2.484,0.54,67.03,0.635,117.79,1,0.328,0,0.0
4269,Wheat,Clayey,116,11,35.44,91.36,3.74,3.58,29.0,2.59,38.21,24.37,30.85,3.106,0.45,89.97,0.936,164.61,10,0.587,0,0.0
2908,Wheat,Clayey,80,127,32.92,76.31,0.03,0.02,6.84,0.98,38.14,18.14,26.64,2.592,0.72,84.25,0.692,146.42,5,0.535,1,393.7934
8080,Maize,Silty,53,64,31.76,89.5,1.76,1.61,7.18,1.42,26.44,16.32,26.44,2.554,1.09,82.19,1.109,161.06,2,0.386,0,0.0
4516,Wheat,Silty,111,45,32.19,87.8,0.71,0.5,16.4,3.95,30.64,16.73,26.73,2.617,0.45,65.45,0.889,140.43,9,0.581,0,0.0
1261,Tomato,Clayey,27,108,30.41,65.61,1.83,1.67,17.49,1.92,35.94,20.85,27.71,3.018,0.84,79.79,0.476,162.91,3,0.304,1,213.6568
3160,Rice,Loamy,89,141,18.58,56.78,0.18,0.12,11.19,2.51,34.3,15.85,23.32,2.0,0.891,66.13,0.527,92.11,10,0.476,1,300.9896
970,Wheat,Sandy,56,341,17.19,83.58,4.92,4.52,11.81,3.71,28.62,8.99,22.87,2.772,0.984,86.3,0.359,101.96,10,0.326,0,0.0
3912,Maize,Silty,88,40,28.21,51.42,2.05,2.0,11.16,4.79,26.7,17.62,19.11,2.684,0.842,85.78,0.727,109.32,1,0.318,0,0.0
5198,Rice,Loamy,104,247,19.5,48.52,3.93,1.64,5.74,3.3,34.66,16.1,31.46,2.064,0.755,78.22,0.311,162.74,9,0.484,0,0.0
8846,Wheat,Loamy,69,52,30.88,44.96,3.27,2.05,18.67,2.03,35.57,15.35,30.18,2.123,0.841,64.59,0.618,136.4,4,0.404,0,0.0
259,Tomato,Silty,88,239,15.61,73.88,0.32,0.14,6.2,3.37,28.45,15.78,20.14,2.15,0.793,81.38,0.453,128.45,7,0.38,1,186.8485
3790,Wheat,Clayey,62,307,24.35,49.47,4.77,2.06,27.6,1.06,37.69,22.29,29.72,2.204,0.918,79.63,1.092,93.37,1,0.465,1,450.3067
9202,Wheat,Sandy,30,151,28.52,70.2,0.29,0.23,25.49,4.29,25.43,10.85,18.88,2.17,0.89,81.49,0.83,118.77,2,0.599,1,45.5027
487,Wheat,Loamy,107,173,29.02,91.46,3.4,3.21,14.93,1.94,37.51,16.98,29.46,2.488,0.45,85.85,0.913,130.03,6,0.581,0,0.0
7907,Maize,Clayey,22,286,24.16,58.49,4.85,4.73,21.56,2.88,37.84,22.8,35.03,2.306,0.736,72.67,0.764,134.0,8,0.489,0,0.0
518,Wheat,Sandy,26,83,36.29,61.15,1.96,1.64,12.63,4.24,26.29,11.18,19.21,2.0,0.858,84.86,0.697,151.44,5,0.319,1,226.7685
8342,Tomato,Loamy,107,200,30.23,83.37,0.83,0.35,24.44,1.3,39.88,19.62,39.53,3.681,0.63,74.54,0.967,107.52,8,0.394,0,0.0
311,Tomato,Sandy,1,86,35.6,55.47,0.98,0.77,13.14,2.02,23.83,9.84,13.37,2.92,0.321,73.45,0.359,168.02,8,0.346,0,0.0
3231,Rice,Loamy,117,316,25.9,86.72,4.71,2.36,21.17,0.71,37.28,18.15,23.38,2.0,0.63,77.41,0.772,115.58,7,0.309,1,570.9481
7932,Tomato,Loamy,83,327,20.91,69.33,0.59,0.53,19.72,2.87,33.94,17.47,19.85,2.0,0.832,82.38,0.681,174.39,4,0.466,1,531.7796
7457,Wheat,Clayey,32,4,25.51,69.01,3.53,2.56,23.49,0.61,40.34,23.11,31.67,2.0,0.906,85.58,0.914,127.67,2,0.394,1,357.1572
9783,Maize,Silty,31,356,32.45,51.21,2.59,1.78,29.73,2.86,31.07,15.68,27.65,3.493,0.903,86.51,0.904,168.45,9,0.404,1,24.5056
5183,Tomato,Loamy,111,116,29.31,68.82,1.17,1.05,19.13,2.64,39.3,17.58,23.32,2.348,0.63,83.93,0.488,135.8,10,0.523,1,382.0696
8076,Wheat,Loamy,67,227,28.27,78.07,4.89,2.59,21.72,0.52,35.24,15.37,29.89,2.0,0.863,85.37,0.671,125.43,9,0.377,0,0.0
6501,Tomato,Silty,11,55,15.32,64.74,1.22,0.85,8.06,3.98,26.44,13.53,21.2,2.0,0.531,64.72,0.383,156.9,6,0.57,0,0.0
6790,Wheat,Sandy,56,303,19.86,61.52,3.24,2.2,7.83,4.98,27.76,12.22,23.41,2.0,0.984,65.2,0.592,131.17,7,0.313,0,0.0
7772,Tomato,Clayey,72,68,26.47,86.92,0.3,0.28,29.1,4.35,35.28,24.45,27.85,2.78,0.918,74.28,0.981,127.46,4,0.503,1,381.5832
2737,Rice,Loamy,104,166,34.11,65.19,0.51,0.45,20.34,1.59,30.5,17.7,20.83,3.306,0.755,65.63,1.188,174.5,5,0.338,1,764.6138
7841,Maize,Loamy,48,352,22.45,34.01,1.57,1.12,29.38,1.74,39.89,15.43,20.46,2.874,1.048,70.65,0.965,124.23,6,0.465,1,1107.429
6261,Tomato,Silty,104,13,24.83,79.34,1.37,0.91,5.91,3.79,34.49,15.08,26.86,2.089,0.63,80.22,0.968,103.5,5,0.433,1,342.9648
8205,Wheat,Sandy,99,346,33.12,78.3,3.53,3.21,6.68,4.8,24.46,11.57,15.64,2.709,0.511,82.09,0.602,99.54,6,0.324,1,270.5246
1247,Rice,Silty,77,329,18.46,41.63,10.77,7.65,26.65,0.57,26.88,13.87,17.54,2.701,1.0,60.25,1.172,164.48,2,0.468,1,676.6452
9335,Rice,Loamy,41,283,17.63,57.11,0.05,0.03,19.12,1.71,32.39,19.72,32.29,2.672,1.088,72.0,0.348,112.38,2,0.395,0,0.0
4194,Maize,Clayey,17,33,32.55,56.37,0.67,0.66,25.48,2.04,44.46,20.87,38.27,3.606,0.637,88.22,0.592,86.67,9,0.35,0,0.0
8000,Rice,Loamy,40,352,23.21,53.94,0.24,0.2,22.58,2.61,33.98,19.7,30.14,2.287,1.08,74.87,0.312,149.88,9,0.507,0,0.0
7377,Rice,Sandy,113,307,25.49,50.27,10.6,6.75,22.66,4.24,26.6,10.92,12.44,2.403,0.63,70.61,1.181,116.96,7,0.563,1,1034.4277
3434,Wheat,Clayey,13,133,32.38,54.51,4.91,4.03,16.71,2.28,35.86,20.48,30.97,2.744,0.614,81.46,1.046,156.34,10,0.51,0,0.0
5381,Wheat,Silty,102,90,31.0,57.2,2.69,1.75,12.43,3.61,33.56,14.01,25.94,2.518,0.45,71.78,0.411,179.76,5,0.362,1,159.7222
958,Rice,Sandy,55,293,35.71,35.71,2.2,1.56,8.19,3.59,21.58,8.54,17.72,2.605,1.2,67.84,0.834,154.99,7,0.551,0,0.0
416,Maize,Loamy,101,312,15.23,54.79,0.89,0.38,14.28,4.5,33.92,17.28,22.71,2.0,0.699,67.75,0.61,120.81,2,0.483,1,416.1785
5741,Tomato,Silty,89,256,24.89,56.36,1.29,1.28,15.85,4.15,28.25,15.93,19.26,2.0,0.786,74.86,0.32,94.72,4,0.497,1,178.8446
6727,Tomato,Loamy,67,353,29.35,77.44,1.61,1.58,22.81,1.45,33.47,19.19,20.66,2.065,0.957,79.86,1.078,157.3,4,0.316,1,779.3331
4381,Tomato,Sandy,22,28,17.11,34.41,0.33,0.23,11.27,3.5,29.73,14.57,18.41,2.061,0.762,88.76,1.19,125.2,1,0.573,1,577.2997
5196,Rice,Loamy,8,248,35.35,84.49,0.09,0.04,26.53,2.27,37.49,18.88,23.94,3.395,0.579,81.6,0.52,179.9,6,0.469,0,0.0
1112,Wheat,Sandy,94,133,31.43,90.59,0.06,0.05,12.2,4.03,24.31,9.04,15.91,2.064,0.566,64.88,1.086,120.26,5,0.382,1,654.3563
2688,Maize,Silty,101,163,36.94,61.56,6.91,5.91,11.73,1.78,31.55,14.5,31.55,3.497,0.699,85.48,0.633,150.28,8,0.582,0,0.0
6472,Tomato,Sandy,42,223,29.98,73.49,0.69,0.5,28.88,1.17,25.08,14.94,24.33,2.094,0.952,86.13,0.303,162.75,4,0.459,1,6.266
8819,Wheat,Silty,39,50,36.85,33.51,1.84,1.79,6.22,1.4,25.99,13.93,15.15,2.0,0.962,63.4,0.845,129.55,8,0.563,1,532.3466
7807,Rice,Clayey,57,85,19.41,41.55,7.29,3.92,29.4,4.39,38.65,24.14,32.07,2.823,1.182,85.28,1.097,169.58,4,0.445,1,347.5551
3410,Wheat,Loamy,46,177,22.85,33.98,2.86,2.08,23.02,2.62,36.25,18.06,29.06,2.918,1.018,78.09,0.81,116.92,6,0.432,1,265.2883
80,Tomato,Loamy,95,350,37.17,60.95,4.62,2.78,20.61,3.38,36.3,16.66,25.9,3.154,0.739,79.55,0.451,179.86,3,0.356,1,257.4127
4613,Maize,Sandy,56,107,34.94,49.52,0.91,0.68,15.0,3.69,20.56,9.59,15.98,3.285,1.116,69.32,1.139,83.39,10,0.408,0,0.0
1373,Rice,Silty,68,95,16.0,54.0,1.33,0.8,22.82,3.58,27.63,15.12,19.47,3.219,1.082,82.1,0.417,125.43,3,0.49,1,172.4858
1509,Wheat,Clayey,11,338,22.09,83.92,19.11,12.63,24.6,3.86,43.76,20.54,35.9,2.349,0.558,87.11,1.073,116.06,3,0.564,0,0.0
6442,Rice,Clayey,13,51,27.98,64.7,0.86,0.5,11.32,1.25,37.61,18.94,31.99,2.0,0.691,60.45,1.105,83.05,8,0.408,0,0.0
3070,Maize,Sandy,18,110,20.83,49.89,1.66,0.78,22.71,2.86,28.14,8.33,12.28,2.0,0.657,85.56,0.977,80.53,1,0.542,1,798.6946
3015,Wheat,Loamy,107,189,35.57,89.58,7.06,5.79,18.65,1.53,37.02,16.89,26.35,2.572,0.45,66.36,0.829,160.12,4,0.49,1,489.4621
4822,Maize,Sandy,94,199,36.16,76.01,0.69,0.28,22.33,4.68,20.15,14.76,16.25,3.489,0.776,89.99,0.854,115.6,3,0.319,1,172.2441
7821,Tomato,Sandy,106,63,15.91,34.64,0.41,0.39,19.45,2.0,20.21,11.53,13.2,2.01,0.63,88.16,1.133,130.63,7,0.592,1,366.0959
92,Rice,Loamy,77,9,20.26,50.99,0.12,0.09,18.1,2.99,33.65,16.52,21.17,2.0,1.0,71.82,1.18,107.01,9,0.327,1,876.4007
9420,Maize,Clayey,57,284,27.1,44.9,4.32,3.99,15.41,1.94,40.29,23.54,35.03,2.0,1.124,65.37,1.193,118.74,3,0.544,0,0.0
6599,Rice,Loamy,102,36,15.19,48.58,2.65,1.9,15.52,4.1,33.42,15.86,20.18,2.0,0.773,81.13,1.142,115.02,7,0.489,1,692.8397
4442,Maize,Clayey,52,285,17.92,90.49,3.06,2.44,12.07,4.87,39.31,20.88,32.03,2.182,1.082,87.97,0.936,104.53,8,0.596,0,0.0
7601,Wheat,Silty,25,252,28.98,80.5,1.75,1.08,13.34,3.83,34.81,17.13,22.75,2.132,0.85,66.97,0.586,86.86,9,0.328,1,411.2852
3834,Tomato,Sandy,108,127,26.47,62.83,4.88,4.83,7.94,4.66,22.24,8.74,19.16,2.463,0.63,84.64,0.519,152.32,1,0.429,0,0.0
9701,Rice,Loamy,97,180,23.09,58.63,1.04,0.53,7.7,3.28,31.36,18.96,25.66,2.675,0.818,85.67,1.199,90.25,3,0.351,1,329.8381
4321,Tomato,Clayey,113,26,24.62,35.87,4.43,3.86,18.99,4.09,39.8,22.81,38.78,2.693,0.63,67.75,1.026,133.38,1,0.464,0,0.0
3393,Wheat,Loamy,46,239,24.44,33.94,2.39,2.26,21.74,0.94,34.21,16.93,22.68,2.23,1.018,80.0,0.834,122.68,10,0.485,1,499.7594
4751,Maize,Silty,111,62,36.31,86.4,7.17,3.95,23.69,3.35,34.51,15.4,21.83,4.25,0.54,75.44,1.055,122.92,3,0.388,1,676.8874
7228,Tomato,Clayey,79,36,29.52,59.72,7.6,4.81,17.84,4.0,41.94,22.46,29.02,2.0,0.863,82.97,0.784,147.14,8,0.425,1,455.7532
9190,Rice,Clayey,76,134,37.39,49.56,0.83,0.38,16.48,0.63,39.33,21.49,36.47,2.526,1.009,69.72,1.157,90.18,7,0.526,0,0.0
2360,Wheat,Sandy,89,133,30.89,66.97,1.2,0.6,21.46,2.53,25.79,9.08,14.66,2.0,0.621,62.08,1.008,127.82,4,0.598,1,814.2712
1147,Rice,Sandy,47,138,37.27,55.35,2.45,1.9,6.79,4.96,28.27,13.69,16.77,2.868,1.136,60.46,0.619,135.94,5,0.475,1,494.8569
5665,Wheat,Clayey,22,171,31.75,61.47,2.62,1.31,6.43,4.27,40.42,20.42,35.63,2.3,0.826,83.79,1.004,131.62,8,0.558,0,0.0
8074,Rice,Loamy,65,49,36.54,54.94,3.04,2.39,22.67,1.48,32.94,17.93,25.25,2.512,1.109,70.43,1.036,125.9,7,0.541,1,486.0078
4942,Wheat,Clayey,20,136,26.5,76.06,11.71,7.08,26.81,3.35,38.55,24.42,29.88,2.414,0.81,78.01,0.402,111.1,5,0.531,0,0.0
3662,Rice,Loamy,40,238,27.33,50.01,6.64,5.35,14.7,0.72,34.39,19.09,22.3,2.0,1.08,70.84,0.67,179.22,7,0.412,1,508.716
1562,Wheat,Sandy,14,100,27.7,46.89,3.85,1.71,11.06,4.75,22.99,13.17,14.38,2.139,0.642,81.93,0.692,139.5,9,0.412,1,302.7669
4112,Rice,Loamy,86,345,23.77,56.79,3.85,2.74,20.89,1.35,38.95,15.7,20.33,2.392,0.918,60.43,0.49,176.61,5,0.395,1,625.2304
9049,Tomato,Clayey,83,260,15.84,91.74,3.24,3.03,13.0,3.18,40.53,21.18,35.69,2.0,0.832,77.73,1.17,95.64,2,0.451,0,0.0
9275,Tomato,Clayey,58,359,22.89,82.28,1.92,0.82,16.39,4.02,35.41,19.22,22.19,2.0,1.027,73.04,1.113,178.84,2,0.515,1,900.2473
8537,Maize,Clayey,101,279,31.35,71.79,1.65,0.79,6.11,2.58,36.8,19.23,29.09,3.036,0.699,69.64,0.979,174.63,5,0.391,1,417.7764
794,Maize,Clayey,74,198,32.0,81.76,1.88,1.5,26.3,3.79,37.48,21.26,32.24,2.26,0.996,84.18,0.545,122.2,3,0.494,1,25.1987
5853,Wheat,Clayey,45,119,17.68,44.1,0.78,0.48,27.35,2.24,40.98,23.02,34.74,2.0,1.01,72.37,0.665,137.87,7,0.48,0,0.0
7618,Wheat,Silty,45,253,37.18,38.21,0.65,0.43,16.58,1.62,31.52,17.48,25.52,3.463,1.01,78.46,0.616,123.25,2,0.389,1,211.8351
1593,Wheat,Loamy,7,295,37.73,43.85,0.06,0.03,21.03,1.01,30.04,18.9,23.66,2.974,0.446,82.59,0.59,158.7,5,0.533,1,190.6033
7417,Wheat,Sandy,30,140,26.59,69.55,0.26,0.21,11.6,3.32,26.5,14.65,16.19,2.015,0.89,64.15,0.993,166.01,7,0.414,1,702.4066
5266,Tomato,Sandy,77,252,26.82,47.73,0.64,0.43,17.47,4.33,21.51,10.5,21.31,2.739,0.879,81.52,0.743,142.54,6,0.393,0,0.0
7146,Maize,Clayey,116,300,30.32,85.39,4.53,3.76,12.36,2.11,35.88,20.06,35.87,2.219,0.54,75.02,1.071,141.76,8,0.418,0,0.0
88,Wheat,Sandy,92,75,34.92,77.36,12.19,11.59,27.72,4.55,25.44,12.88,19.32,3.371,0.588,86.56,0.379,123.82,1,0.457,1,104.9382
8694,Rice,Loamy,61,20,31.43,36.91,0.23,0.21,27.93,1.93,30.63,18.55,30.32,3.395,1.145,82.81,0.867,84.34,1,0.493,0,0.0
9731,Rice,Loamy,39,121,33.41,47.07,1.82,1.55,21.05,2.15,37.9,17.75,24.42,2.452,1.072,80.34,1.17,164.75,9,0.395,1,861.571
9445,Maize,Silty,29,193,30.79,54.36,9.64,5.07,19.88,3.86,33.96,16.35,26.04,2.0,0.875,68.55,0.559,145.18,2,0.312,1,283.9413
6753,Tomato,Sandy,67,175,19.79,44.55,6.02,3.19,26.48,2.87,21.41,11.42,16.09,2.578,0.957,84.07,0.848,96.36,6,0.575,0,0.0
3501,Maize,Clayey,1,362,30.27,77.17,2.13,1.3,26.73,1.18,38.46,23.36,26.53,2.0,0.32,89.05,1.032,87.09,1,0.487,1,566.417
2233,Tomato,Sandy,30,55,15.77,58.12,0.75,0.46,20.34,1.87,29.54,13.67,25.1,2.0,0.862,60.0,0.431,175.74,3,0.315,0,0.0
2802,Wheat,Sandy,84,103,30.54,39.41,1.03,0.86,15.66,3.87,24.35,8.64,22.41,3.156,0.676,80.43,0.521,127.84,8,0.392,0,0.0
4423,Wheat,Sandy,33,128,26.03,71.63,2.31,1.68,26.45,1.33,28.28,11.79,19.05,3.007,0.914,67.94,0.887,98.71,9,0.475,1,426.9792
5662,Maize,Clayey,120,170,21.56,87.59,6.48,3.42,16.27,3.59,35.91,22.46,31.11,2.304,0.54,80.79,1.084,177.72,7,0.396,0,0.0
7169,Wheat,Loamy,48,239,37.5,63.79,4.41,4.13,22.25,2.73,33.04,17.89,24.71,2.929,1.034,76.22,1.016,176.44,3,0.468,0,0.0
8336,Wheat,Loamy,105,365,28.17,34.91,3.7,1.69,11.98,3.89,31.63,15.92,26.15,2.0,0.45,78.03,0.893,94.92,9,0.526,0,0.0
2147,Maize,Clayey,113,353,34.66,41.92,0.07,0.05,19.83,3.27,41.92,21.73,29.07,3.386,0.54,78.22,0.316,154.89,10,0.528,1,216.0511
7968,Maize,Silty,59,297,32.91,44.39,0.49,0.25,10.93,2.4,33.21,16.17,24.34,2.0,1.141,65.74,1.094,136.15,5,0.38,1,624.1097
6550,Maize,Silty,78,265,31.54,92.43,2.8,1.93,20.12,3.54,32.11,17.86,27.51,2.689,0.952,88.59,0.729,143.82,9,0.584,0,0.0
7642,Wheat,Clayey,88,196,19.92,46.97,1.16,0.86,22.11,1.72,44.91,23.68,37.08,2.542,0.632,67.69,0.421,139.19,3,0.511,0,0.0
6163,Maize,Silty,63,147,28.49,74.44,1.09,0.73,12.96,0.77,29.35,15.38,23.27,2.0,1.117,64.74,0.719,176.84,10,0.507,0,0.0
1494,Rice,Sandy,106,163,30.72,57.12,3.42,1.8,10.67,2.74,24.91,8.24,18.64,2.434,0.736,88.31,1.018,156.37,5,0.355,1,300.219
7695,Maize,Clayey,108,54,22.65,92.74,15.71,10.12,26.55,2.42,36.41,18.1,33.04,2.86,0.622,85.66,0.823,101.88,8,0.541,0,0.0
7093,Rice,Sandy,13,345,31.67,32.66,2.04,1.39,6.24,2.69,27.07,8.26,22.16,2.122,0.691,85.31,0.827,106.64,2,0.524,0,0.0
1408,Tomato,Sandy,112,49,24.4,34.65,2.57,2.14,11.01,3.47,28.88,9.73,22.98,2.217,0.63,85.85,0.581,112.99,1,0.414,0,0.0
6690,Maize,Sandy,83,209,29.11,68.49,1.16,1.07,22.94,0.67,25.15,14.27,20.06,2.534,0.897,89.99,0.365,170.96,3,0.335,1,80.0616
3400,Wheat,Clayey,19,220,15.38,48.98,0.11,0.1,14.55,3.71,36.68,18.44,28.53,2.0,0.782,61.91,0.921,178.03,9,0.528,0,0.0
108,Rice,Silty,5,244,35.0,64.39,3.37,1.43,14.58,0.69,25.24,17.98,17.99,2.206,0.512,88.73,0.853,148.76,10,0.356,0,0.0
5635,Maize,Sandy,35,145,22.75,71.42,0.59,0.37,28.67,0.51,23.27,12.37,22.44,3.464,0.937,64.55,0.474,122.42,9,0.559,0,0.0
8481,Wheat,Clayey,49,327,20.07,91.25,0.59,0.33,21.15,3.81,41.68,20.06,34.94,2.0,1.042,65.36,1.118,112.07,9,0.588,0,0.0
6603,Maize,Clayey,91,88,24.48,50.02,0.19,0.1,7.2,3.4,39.42,22.89,29.64,2.732,0.809,78.72,1.066,102.15,9,0.591,1,505.3444
1090,Wheat,Sandy,48,354,23.59,31.16,1.19,0.69,15.15,3.28,24.15,12.95,21.41,2.951,1.034,69.59,0.39,134.26,8,0.408,0,0.0
5559,Maize,Clayey,8,80,24.08,44.38,0.86,0.46,24.65,3.68,37.39,19.21,21.86,3.158,0.459,73.88,0.89,124.11,10,0.478,1,750.7758
9411,Maize,Silty,62,206,34.74,78.71,0.21,0.11,17.77,1.02,26.42,13.86,16.39,2.581,1.128,86.6,0.368,91.17,3,0.482,1,170.3567
8142,Rice,Sandy,119,296,22.13,71.42,8.08,3.61,10.87,1.76,29.78,13.72,27.48,2.065,0.63,74.48,0.31,110.52,3,0.565,0,0.0
8663,Maize,Loamy,70,118,16.46,68.24,2.4,1.56,14.51,2.65,33.65,18.47,28.77,2.0,1.04,83.21,0.435,137.97,5,0.426,0,0.0
6595,Rice,Clayey,60,79,35.84,94.91,1.11,0.5,7.51,1.93,43.1,24.04,41.17,2.557,1.155,67.35,0.656,104.02,8,0.483,0,0.0
623,Rice,Silty,24,57,36.31,71.9,1.54,1.51,5.39,4.82,27.32,16.79,26.74,2.745,0.938,86.88,1.141,161.29,5,0.472,0,0.0
6870,Tomato,Clayey,49,130,36.83,60.0,1.07,0.56,15.31,2.81,41.39,22.15,26.27,2.571,1.005,63.32,1.026,167.84,2,0.309,1,1016.6506
4813,Wheat,Sandy,79,130,17.97,81.87,0.12,0.12,13.94,3.09,21.58,8.5,19.65,2.0,0.731,68.96,0.363,142.62,10,0.568,0,0.0
6552,Wheat,Sandy,48,273,26.15,61.97,0.09,0.07,24.44,3.7,20.77,9.29,14.11,3.198,1.034,69.48,0.49,136.48,5,0.555,0,0.0
7529,Rice,Sandy,23,54,28.34,37.41,2.22,2.03,6.36,0.72,22.98,14.5,16.72,2.0,0.915,85.3,0.971,166.5,7,0.551,1,287.3075
5795,Wheat,Silty,106,162,15.26,32.01,0.2,0.16,8.37,3.06,29.94,15.36,25.5,2.0,0.45,65.61,0.55,121.86,7,0.517,0,0.0
7436,Tomato,Loamy,53,315,35.16,89.46,0.85,0.46,18.93,4.93,37.61,18.31,23.93,2.362,1.035,69.21,0.338,173.04,6,0.376,1,275.2774
4217,Tomato,Loamy,46,329,25.57,57.52,0.75,0.32,28.5,2.98,32.93,16.39,21.07,2.588,0.982,81.19,0.915,148.22,7,0.511,1,539.9851
